# wavelength[micron] photons/cm^2/s/Angstrom/arcsec^2
0.969625 1.136215e-05
0.969734 1.149518e-05
0.969843 1.149224e-05
0.969952 1.357990e-05
0.970061 7.531694e-05
0.970171 7.519124e-05
0.970280 7.478599e-05
0.970389 6.463186e-05
0.970498 1.106016e-05
0.970607 1.122643e-05
0.970716 1.155196e-05
0.970825 1.155789e-05
0.970934 1.150680e-05
0.971044 1.141044e-05
0.971153 1.140527e-05
0.971262 3.743584e-05
0.971371 3.813657e-05
0.971480 3.820441e-05
0.971589 3.788728e-05
0.971698 1.109466e-05
0.971808 1.101763e-05
0.971917 1.102063e-05
0.972026 3.088782e-05
0.972135 9.385246e-05
0.972244 9.385457e-05
0.972353 9.379107e-05
0.972462 4.894615e-05
0.972571 1.104417e-05
0.972681 1.103477e-05
0.972790 1.113077e-05
0.972899 1.126533e-05
0.973008 1.066748e-05
0.973117 1.047468e-05
0.973226 1.065083e-05
0.973335 1.000803e-05
0.973444 9.129055e-06
0.973554 1.030052e-05
0.973663 1.501738e-05
0.973772 1.702237e-05
0.973881 2.116611e-05
0.973990 3.045088e-05
0.974099 3.275004e-05
0.974208 2.497492e-05
0.974318 1.315193e-05
0.974427 9.255873e-06
0.974536 1.020177e-05
0.974645 1.324857e-05
0.974754 1.792414e-05
0.974863 2.056259e-05
0.974972 1.555858e-05
0.975081 5.357427e-05
0.975191 8.174338e-05
0.975300 8.029775e-06
0.975409 1.373928e-05
0.975518 1.254160e-05
0.975627 1.017552e-05
0.975736 9.674232e-06
0.975845 9.552000e-06
0.975954 9.832982e-06
0.976064 1.221099e-05
0.976173 1.466736e-05
0.976282 3.581895e-06
0.976391 3.894726e-04
0.976500 5.883076e-04
0.976609 6.232909e-10
0.976718 1.204237e-05
0.976828 1.145406e-05
0.976937 1.243550e-05
0.977046 1.486622e-05
0.977155 1.669970e-05
0.977264 1.745116e-05
0.977373 1.521956e-05
0.977482 1.209809e-05
0.977591 1.175012e-05
0.977701 1.276725e-05
0.977810 1.568205e-05
0.977919 1.749357e-05
0.978028 1.539745e-05
0.978137 1.201397e-05
0.978246 1.172545e-05
0.978355 1.141035e-05
0.978464 9.652109e-06
0.978574 8.780553e-06
0.978683 9.970265e-06
0.978792 1.111459e-05
0.978901 1.140446e-05
0.979010 1.614091e-05
0.979119 4.020425e-05
0.979228 1.141421e-04
0.979337 1.862544e-04
0.979447 1.752702e-04
0.979556 9.444737e-05
0.979665 2.347820e-05
0.979774 1.313491e-05
0.979883 1.715577e-05
0.979992 2.340948e-05
0.980101 4.460843e-05
0.980211 6.529710e-05
0.980320 5.975629e-05
0.980429 3.362428e-05
0.980538 1.321007e-05
0.980647 1.091134e-05
0.980756 1.113338e-05
0.980865 1.411567e-05
0.980974 1.853785e-05
0.981084 1.958134e-05
0.981193 2.137243e-05
0.981302 2.227276e-05
0.981411 2.561559e-05
0.981520 2.787976e-05
0.981629 2.057608e-05
0.981738 1.394714e-05
0.981847 1.583055e-05
0.981957 1.936906e-05
0.982066 1.829325e-05
0.982175 1.534393e-05
0.982284 1.410654e-05
0.982393 1.403277e-05
0.982502 1.341939e-05
0.982611 1.227739e-05
0.982721 1.164012e-05
0.982830 1.219320e-05
0.982939 1.546836e-05
0.983048 1.829716e-05
0.983157 1.699279e-05
0.983266 1.374619e-05
0.983375 1.154041e-05
0.983484 1.199232e-05
0.983594 1.185899e-05
0.983703 1.270618e-05
0.983812 1.134822e-05
0.983921 9.068927e-06
0.984030 9.677925e-06
0.984139 9.024209e-06
0.984248 8.495837e-06
0.984357 8.790583e-06
0.984467 9.016815e-06
0.984576 8.839208e-06
0.984685 9.650022e-06
0.984794 1.096560e-05
0.984903 2.042594e-05
0.985012 4.420418e-05
0.985121 5.766615e-05
0.985231 4.916818e-05
0.985340 2.898012e-05
0.985449 1.835635e-05
0.985558 1.781356e-05
0.985667 1.622525e-05
0.985776 1.272304e-05
0.985885 1.135236e-05
0.985994 1.107466e-05
0.986104 1.010337e-05
0.986213 1.047684e-05
0.986322 1.023849e-05
0.986431 1.027592e-05
0.986540 1.080613e-05
0.986649 1.028162e-05
0.986758 2.281938e-05
0.986867 9.184295e-05
0.986977 4.394642e-05
0.987086 8.973188e-06
0.987195 2.005956e-05
0.987304 6.399014e-05
0.987413 1.370763e-04
0.987522 1.535386e-04
0.987631 1.033154e-04
0.987740 3.481620e-05
0.987850 1.157867e-05
0.987959 1.095177e-05
0.988068 1.078260e-05
0.988177 1.070816e-05
0.988286 1.124230e-05
0.988395 1.112809e-05
0.988504 1.319247e-05
0.988614 1.316072e-05
0.988723 1.581228e-05
0.988832 1.974381e-05
0.988941 1.997541e-05
0.989050 2.002488e-05
0.989159 2.189938e-05
0.989268 1.431589e-05
0.989377 1.206396e-05
0.989487 1.710134e-05
0.989596 3.897686e-05
0.989705 6.379966e-05
0.989814 6.504359e-05
0.989923 4.029372e-05
0.990032 1.611105e-05
0.990141 1.094893e-05
0.990250 1.259071e-05
0.990360 1.320997e-05
0.990469 1.151402e-05
0.990578 1.101681e-05
0.990687 1.089527e-05
0.990796 9.263228e-06
0.990905 8.928029e-06
0.991014 1.018920e-05
0.991124 1.182797e-05
0.991233 1.195236e-05
0.991342 1.232295e-05
0.991451 2.084794e-05
0.991560 6.591419e-05
0.991669 1.376301e-04
0.991778 1.502887e-04
0.991887 1.006383e-04
0.991997 3.360305e-05
0.992106 1.401358e-05
0.992215 1.480601e-05
0.992324 1.754053e-05
0.992433 1.178747e-05
0.992542 1.232199e-05
0.992651 1.717842e-05
0.992760 2.179649e-05
0.992870 1.616668e-05
0.992979 1.306666e-05
0.993088 1.138677e-05
0.993197 1.192209e-05
0.993306 1.177479e-05
0.993415 1.131843e-05
0.993524 1.110314e-05
0.993634 1.032767e-05
0.993743 1.155194e-05
0.993852 1.176109e-05
0.993961 1.094586e-05
0.994070 1.142336e-05
0.994179 1.745597e-05
0.994288 4.756208e-05
0.994397 9.205556e-05
0.994507 1.034058e-04
0.994616 8.961321e-05
0.994725 9.839671e-05
0.994834 1.458269e-04
0.994943 1.639283e-04
0.995052 1.276835e-04
0.995161 6.943238e-05
0.995270 3.375997e-05
0.995380 1.789155e-05
0.995489 1.159537e-05
0.995598 1.198840e-05
0.995707 3.696454e-05
0.995816 9.934839e-05
0.995925 1.436203e-04
0.996034 1.195713e-04
0.996144 6.080655e-05
0.996253 4.433880e-05
0.996362 8.475060e-05
0.996471 1.070253e-04
0.996580 8.014394e-05
0.996689 3.409399e-05
0.996798 1.132766e-05
0.996907 1.007204e-05
0.997017 9.689677e-06
0.997126 1.116379e-05
0.997235 1.518036e-05
0.997344 2.826049e-05
0.997453 4.467663e-05
0.997562 4.605636e-05
0.997671 3.282568e-05
0.997780 1.782585e-05
0.997890 1.466250e-05
0.997999 1.697176e-05
0.998108 1.887121e-05
0.998217 1.806252e-05
0.998326 1.478133e-05
0.998435 1.178441e-05
0.998544 1.005725e-05
0.998653 9.831207e-06
0.998763 9.666782e-06
0.998872 1.000158e-05
0.998981 1.040589e-05
0.999090 1.129966e-05
0.999199 1.131578e-05
0.999308 9.942067e-06
0.999417 9.458031e-06
0.999527 9.325333e-06
0.999636 9.494075e-06
0.999745 9.836682e-06
0.999854 1.032955e-05
0.999963 1.152703e-05
1.000072 1.701499e-05
1.000181 2.769308e-05
1.000290 3.407266e-05
1.000400 2.933939e-05
1.000509 1.996410e-05
1.000618 1.539066e-05
1.000727 1.315810e-05
1.000836 1.089498e-05
1.000945 1.008750e-05
1.001054 9.770275e-06
1.001163 1.369516e-05
1.001273 3.822052e-05
1.001382 1.221401e-04
1.001491 2.307998e-04
1.001600 2.597736e-04
1.001709 1.765247e-04
1.001818 6.567153e-05
1.001927 1.699378e-05
1.002037 1.222284e-05
1.002146 1.304596e-05
1.002255 1.565382e-05
1.002364 1.922706e-05
1.002473 2.162941e-05
1.002582 3.229855e-05
1.002691 6.670673e-05
1.002800 9.338391e-05
1.002910 8.120326e-05
1.003019 4.113325e-05
1.003128 1.849380e-05
1.003237 3.284617e-05
1.003346 2.244235e-05
1.003455 8.262106e-06
1.003564 1.077852e-05
1.003673 1.024959e-05
1.003783 1.045389e-05
1.003892 1.137867e-05
1.004001 1.224925e-05
1.004110 1.258043e-05
1.004219 1.229084e-05
1.004328 1.439961e-05
1.004437 2.708023e-05
1.004547 4.361577e-05
1.004656 4.846507e-05
1.004765 3.667113e-05
1.004874 1.965697e-05
1.004983 1.156843e-05
1.005092 9.968218e-06
1.005201 1.072660e-05
1.005310 1.519449e-05
1.005420 1.227000e-05
1.005529 1.061197e-05
1.005638 1.400276e-05
1.005747 2.008345e-05
1.005856 1.344946e-05
1.005965 1.078379e-05
1.006074 1.892465e-05
1.006183 3.908392e-05
1.006293 6.037577e-05
1.006402 5.964246e-05
1.006511 3.864644e-05
1.006620 1.792196e-05
1.006729 1.360463e-05
1.006838 1.753297e-05
1.006947 2.167684e-05
1.007057 2.308531e-05
1.007166 2.346771e-05
1.007275 2.648847e-05
1.007384 2.752391e-05
1.007493 2.228635e-05
1.007602 1.336951e-05
1.007711 9.974844e-06
1.007820 1.247120e-05
1.007930 1.242561e-05
1.008039 1.202764e-05
1.008148 1.159721e-05
1.008257 2.734703e-05
1.008366 9.061425e-05
1.008475 1.643439e-04
1.008584 1.612576e-04
1.008693 9.684131e-05
1.008803 3.463061e-05
1.008912 1.181810e-05
1.009021 9.547744e-06
1.009130 9.010201e-06
1.009239 8.446669e-06
1.009348 9.117447e-06
1.009457 8.986715e-06
1.009566 9.177412e-06
1.009676 9.982422e-06
1.009785 1.133037e-05
1.009894 1.235637e-05
1.010003 1.429124e-05
1.010112 1.653635e-05
1.010221 1.722140e-05
1.010330 1.777888e-05
1.010440 3.379567e-05
1.010549 6.636392e-05
1.010658 7.955859e-05
1.010767 5.923697e-05
1.010876 2.414806e-05
1.010985 9.194070e-06
1.011094 8.750425e-06
1.011203 1.004973e-05
1.011313 1.153536e-05
1.011422 1.297485e-05
1.011531 8.680236e-06
1.011640 2.878701e-05
1.011749 2.112273e-04
1.011858 3.224680e-04
1.011967 2.092622e-05
1.012076 4.686765e-06
1.012186 9.612931e-06
1.012295 1.028786e-05
1.012404 3.023199e-05
1.012513 1.046413e-04
1.012622 1.973164e-04
1.012731 2.027271e-04
1.012840 1.226926e-04
1.012950 3.187410e-05
1.013059 1.439351e-05
1.013168 3.788221e-05
1.013277 4.500679e-05
1.013386 1.142155e-05
1.013495 1.332081e-05
1.013604 1.372464e-05
1.013713 1.250736e-05
1.013823 1.225268e-05
1.013932 1.265286e-05
1.014041 1.276038e-05
1.014150 1.279974e-05
1.014259 1.296019e-05
1.014368 1.246879e-05
1.014477 1.430872e-05
1.014586 1.809275e-05
1.014696 2.034687e-05
1.014805 1.992910e-05
1.014914 1.925160e-05
1.015023 1.994562e-05
1.015132 2.007474e-05
1.015241 1.999200e-05
1.015350 3.161738e-05
1.015460 6.169149e-05
1.015569 8.375403e-05
1.015678 7.073797e-05
1.015787 3.863310e-05
1.015896 1.993591e-05
1.016005 2.584874e-05
